UpperName	miRGate.name	Accession	Name
HSA-MIR-6865-5P	hsa-mir-6865-5p	MIMAT0027630	hsa-miR-6865-5p
HSA-MIR-6866-3P	hsa-mir-6866-3p	MIMAT0027633	hsa-miR-6866-3p
HSA-MIR-6867-3P	hsa-mir-6867-3p	MIMAT0027635	hsa-miR-6867-3p
HSA-MIR-6867-5P	hsa-mir-6867-5p	MIMAT0027634	hsa-miR-6867-5p
HSA-MIR-6868-3P	hsa-mir-6868-3p	MIMAT0027637	hsa-miR-6868-3p
HSA-MIR-6868-5P	hsa-mir-6868-5p	MIMAT0027636	hsa-miR-6868-5p
HSA-MIR-6869-3P	hsa-mir-6869-3p	MIMAT0027639	hsa-miR-6869-3p
HSA-MIR-6870-5P	hsa-mir-6870-5p	MIMAT0027640	hsa-miR-6870-5p
HSA-MIR-6871-5P	hsa-mir-6871-5p	MIMAT0027642	hsa-miR-6871-5p
HSA-MIR-6875-5P	hsa-mir-6875-5p	MIMAT0027650	hsa-miR-6875-5p
HSA-MIR-6876-5P	hsa-mir-6876-5p	MIMAT0027652	hsa-miR-6876-5p
HSA-MIR-6877-3P	hsa-mir-6877-3p	MIMAT0027655	hsa-miR-6877-3p
HSA-MIR-6877-5P	hsa-mir-6877-5p	MIMAT0027654	hsa-miR-6877-5p
HSA-MIR-6878-3P	hsa-mir-6878-3p	MIMAT0027657	hsa-miR-6878-3p
HSA-MIR-6879-5P	hsa-mir-6879-5p	MIMAT0027658	hsa-miR-6879-5p
HSA-MIR-6880-5P	hsa-mir-6880-5p	MIMAT0027660	hsa-miR-6880-5p
HSA-MIR-6881-5P	hsa-mir-6881-5p	MIMAT0027662	hsa-miR-6881-5p
HSA-MIR-6882-3P	hsa-mir-6882-3p	MIMAT0027665	hsa-miR-6882-3p
HSA-MIR-6882-5P	hsa-mir-6882-5p	MIMAT0027664	hsa-miR-6882-5p
HSA-MIR-6883-5P	hsa-mir-6883-5p	MIMAT0027666	hsa-miR-6883-5p
HSA-MIR-6885-5P	hsa-mir-6885-5p	MIMAT0027670	hsa-miR-6885-5p
HSA-MIR-6886-3P	hsa-mir-6886-3p	MIMAT0027673	hsa-miR-6886-3p
HSA-MIR-6887-5P	hsa-mir-6887-5p	MIMAT0027674	hsa-miR-6887-5p
HSA-MIR-6889-3P	hsa-mir-6889-3p	MIMAT0027679	hsa-miR-6889-3p
HSA-MIR-6889-5P	hsa-mir-6889-5p	MIMAT0027678	hsa-miR-6889-5p
HSA-MIR-6890-5P	hsa-mir-6890-5p	MIMAT0027680	hsa-miR-6890-5p
HSA-MIR-6891-5P	hsa-mir-6891-5p	MIMAT0027682	hsa-miR-6891-5p
HSA-MIR-6893-5P	hsa-mir-6893-5p	MIMAT0027686	hsa-miR-6893-5p
HSA-MIR-6894-5P	hsa-mir-6894-5p	MIMAT0027688	hsa-miR-6894-5p
HSA-MIR-6895-3P	hsa-mir-6895-3p	MIMAT0027691	hsa-miR-6895-3p
HSA-MIR-6895-5P	hsa-mir-6895-5p	MIMAT0027690	hsa-miR-6895-5p
HSA-MIR-7106-5P	hsa-mir-7106-5p	MIMAT0028109	hsa-miR-7106-5p
HSA-MIR-7109-5P	hsa-mir-7109-5p	MIMAT0028115	hsa-miR-7109-5p
HSA-MIR-711	hsa-mir-711	MIMAT0012734	hsa-miR-711
HSA-MIR-7110-5P	hsa-mir-7110-5p	MIMAT0028117	hsa-miR-7110-5p
HSA-MIR-7111-5P	hsa-mir-7111-5p	MIMAT0028119	hsa-miR-7111-5p
HSA-MIR-7112-5P	hsa-mir-7112-5p	MIMAT0028121	hsa-miR-7112-5p
HSA-MIR-7113-5P	hsa-mir-7113-5p	MIMAT0028123	hsa-miR-7113-5p
HSA-MIR-7114-3P	hsa-mir-7114-3p	MIMAT0028126	hsa-miR-7114-3p
HSA-MIR-7150	hsa-mir-7150	MIMAT0028211	hsa-miR-7150
HSA-MIR-7151-3P	hsa-mir-7151-3p	MIMAT0028213	hsa-miR-7151-3p
HSA-MIR-7155-3P	hsa-mir-7155-3p	MIMAT0028221	hsa-miR-7155-3p
HSA-MIR-7155-5P	hsa-mir-7155-5p	MIMAT0028220	hsa-miR-7155-5p
HSA-MIR-7156-3P	hsa-mir-7156-3p	MIMAT0028223	hsa-miR-7156-3p
HSA-MIR-7157-3P	hsa-mir-7157-3p	MIMAT0028225	hsa-miR-7157-3p
HSA-MIR-7158-5P	hsa-mir-7158-5p	MIMAT0028226	hsa-miR-7158-5p
HSA-MIR-7160-3P	hsa-mir-7160-3p	MIMAT0028231	hsa-miR-7160-3p
HSA-MIR-744-3P	hsa-mir-744-3p	MIMAT0004946	hsa-miR-744-3p
HSA-MIR-744-5P	hsa-mir-744-5p	MIMAT0004945	hsa-miR-744-5p
HSA-MIR-7515	hsa-mir-7515	MIMAT0029310	hsa-miR-7515
HSA-MIR-758-5P	hsa-mir-758-5p	MIMAT0022929	hsa-miR-758-5p
HSA-MIR-7-5P	hsa-mir-7-5p	MIMAT0000252	hsa-miR-7-5p
HSA-MIR-760	hsa-mir-760	MIMAT0004957	hsa-miR-760
HSA-MIR-761	hsa-mir-761	MIMAT0010364	hsa-miR-761
HSA-MIR-762	hsa-mir-762	MIMAT0010313	hsa-miR-762
HSA-MIR-764	hsa-mir-764	MIMAT0010367	hsa-miR-764
HSA-MIR-766-3P	hsa-mir-766-3p	MIMAT0003888	hsa-miR-766-3p
HSA-MIR-767-3P	hsa-mir-767-3p	MIMAT0003883	hsa-miR-767-3p
HSA-MIR-767-5P	hsa-mir-767-5p	MIMAT0003882	hsa-miR-767-5p
HSA-MIR-7703	hsa-mir-7703	MIMAT0030018	hsa-miR-7703
HSA-MIR-7704	hsa-mir-7704	MIMAT0030019	hsa-miR-7704
HSA-MIR-7843-5P	hsa-mir-7843-5p	MIMAT0030411	hsa-miR-7843-5p
HSA-MIR-7847-3P	hsa-mir-7847-3p	MIMAT0030422	hsa-miR-7847-3p
HSA-MIR-7849-3P	hsa-mir-7849-3p	MIMAT0030424	hsa-miR-7849-3p
HSA-MIR-7851-3P	hsa-mir-7851-3p	MIMAT0030426	hsa-miR-7851-3p
HSA-MIR-7854-3P	hsa-mir-7854-3p	MIMAT0030429	hsa-miR-7854-3p
HSA-MIR-7974	hsa-mir-7974	MIMAT0031177	hsa-miR-7974
HSA-MIR-7976	hsa-mir-7976	MIMAT0031179	hsa-miR-7976
HSA-MIR-7977	hsa-mir-7977	MIMAT0031180	hsa-miR-7977
HSA-MIR-8060	hsa-mir-8060	MIMAT0030987	hsa-miR-8060
HSA-MIR-8071	hsa-mir-8071	MIMAT0030998	hsa-miR-8071
HSA-MIR-8072	hsa-mir-8072	MIMAT0030999	hsa-miR-8072
HSA-MIR-8082	hsa-mir-8082	MIMAT0031009	hsa-miR-8082
HSA-MIR-8083	hsa-mir-8083	MIMAT0031010	hsa-miR-8083
HSA-MIR-8085	hsa-mir-8085	MIMAT0031012	hsa-miR-8085
HSA-MIR-8089	hsa-mir-8089	MIMAT0031016	hsa-miR-8089
HSA-MIR-873-5P	hsa-mir-873-5p	MIMAT0004953	hsa-miR-873-5p
HSA-MIR-874-3P	hsa-mir-874-3p	MIMAT0004911	hsa-miR-874-3p
HSA-MIR-874-5P	hsa-mir-874-5p	MIMAT0026718	hsa-miR-874-5p
HSA-MIR-875-5P	hsa-mir-875-5p	MIMAT0004922	hsa-miR-875-5p
HSA-MIR-876-3P	hsa-mir-876-3p	MIMAT0004925	hsa-miR-876-3p
HSA-MIR-885-3P	hsa-mir-885-3p	MIMAT0004948	hsa-miR-885-3p
HSA-MIR-889-5P	hsa-mir-889-5p	MIMAT0026719	hsa-miR-889-5p
HSA-MIR-892C-3P	hsa-mir-892c-3p	MIMAT0025858	hsa-miR-892c-3p
HSA-MIR-892C-5P	hsa-mir-892c-5p	MIMAT0025857	hsa-miR-892c-5p
HSA-MIR-920	hsa-mir-920	MIMAT0004970	hsa-miR-920
HSA-MIR-92A-2-5P	hsa-mir-92a-2-5p	MIMAT0004508	hsa-miR-92a-2-5p
HSA-MIR-92B-5P	hsa-mir-92b-5p	MIMAT0004792	hsa-miR-92b-5p
HSA-MIR-933	hsa-mir-933	MIMAT0004976	hsa-miR-933
HSA-MIR-939-3P	hsa-mir-939-3p	MIMAT0022939	hsa-miR-939-3p
HSA-MIR-939-5P	hsa-mir-939-5p	MIMAT0004982	hsa-miR-939-5p
HSA-MIR-9-3P	hsa-mir-9-3p	MIMAT0000442	hsa-miR-9-3p
HSA-MIR-940	hsa-mir-940	MIMAT0004983	hsa-miR-940
HSA-MIR-941	hsa-mir-941	MIMAT0004984	hsa-miR-941
HSA-MIR-942-5P	hsa-mir-942-5p	MIMAT0004985	hsa-miR-942-5p
HSA-MIR-943	hsa-mir-943	MIMAT0004986	hsa-miR-943
HSA-MIR-9-5P	hsa-mir-9-5p	MIMAT0000441	hsa-miR-9-5p
HSA-MIR-99A-3P	hsa-mir-99a-3p	MIMAT0004511	hsa-miR-99a-3p
HSA-MIR-99A-5P	hsa-mir-99a-5p	MIMAT0000097	hsa-miR-99a-5p
HSA-MIR-99B-3P	hsa-mir-99b-3p	MIMAT0004678	hsa-miR-99b-3p
HSA-MIR-99B-5P	hsa-mir-99b-5p	MIMAT0000689	hsa-miR-99b-5p
